HUD frame time nsec:,16669000

Range Index,Elapsed Time, First Event,Last Event
2638,736,34295,34295
2639,704,34308,34308
2640,704,34321,34321
2641,704,34334,34334
2642,704,34347,34347
2643,736,34360,34360
2644,704,34373,34373
2645,992,34386,34386
2646,704,34399,34399
2647,704,34412,34412
2648,704,34425,34425
2649,736,34438,34438
2650,704,34451,34451
2651,704,34464,34464
2652,704,34477,34477
2653,704,34490,34490
2654,736,34503,34503
2655,736,34516,34516
2656,704,34529,34529
2657,704,34542,34542
2658,736,34555,34555
2659,736,34568,34568
2660,736,34581,34581
2661,896,34594,34594
2662,704,34607,34607
2663,704,34620,34620
2664,704,34633,34633
2665,704,34646,34646
2666,736,34659,34659
2667,704,34672,34672
2668,704,34685,34685
2669,704,34698,34698
2670,704,34711,34711
2671,704,34724,34724
2672,704,34737,34737
2673,704,34750,34750
2674,736,34763,34763
2675,704,34776,34776
2676,704,34789,34789
2677,704,34802,34802
2678,672,34815,34815
2679,736,34828,34828
2680,736,34841,34841
2681,704,34854,34854
2682,704,34867,34867
2683,704,34880,34880
2684,704,34893,34893
2685,704,34906,34906
2686,704,34919,34919
2687,704,34932,34932
2688,704,34945,34945
2689,704,34958,34958
2690,736,34971,34971
2691,704,34984,34984
2692,704,34997,34997
2693,704,35010,35010
2694,832,35023,35023
2695,736,35036,35036
2696,704,35049,35049
2697,704,35062,35062
2698,736,35075,35075
2699,704,35088,35088
2700,768,35101,35101
2701,736,35114,35114
2702,704,35127,35127
2703,704,35140,35140
2704,832,35153,35153
2705,736,35166,35166
2706,768,35179,35179
2707,704,35192,35192
2708,704,35205,35205
2709,736,35218,35218
2710,704,35231,35231
2711,704,35244,35244
2712,704,35257,35257
2713,704,35270,35270
2714,704,35283,35283
2715,704,35296,35296
2716,768,35309,35309
2717,896,35322,35322
2718,704,35335,35335
2719,704,35348,35348
2720,736,35361,35361
2721,704,35374,35374
2722,704,35387,35387
2723,704,35400,35400
2724,704,35413,35413
2725,704,35426,35426
2726,832,35439,35439
2727,672,35452,35452
2728,736,35465,35465
2729,704,35478,35478
2730,704,35491,35491
2731,704,35504,35504
2732,704,35517,35517
2733,704,35530,35530
2734,704,35543,35543
2735,704,35556,35556
2736,704,35569,35569
2737,736,35582,35582
2738,704,35595,35595
2739,704,35608,35608
2740,704,35621,35621
2741,704,35634,35634
2742,704,35647,35647
2743,736,35660,35660
2744,704,35673,35673
2745,704,35686,35686
2746,704,35699,35699
2747,736,35712,35712
2748,704,35725,35725
2749,704,35738,35738
2750,736,35751,35751
2751,704,35764,35764
2752,704,35777,35777
2753,736,35790,35790
2754,704,35803,35803
2755,736,35816,35816
2756,704,35829,35829
2757,704,35842,35842
2758,704,35855,35855
2759,704,35868,35868
2760,704,35881,35881
2761,704,35894,35894
2762,704,35907,35907
2763,704,35920,35920
2764,736,35933,35933
2765,704,35946,35946
2766,704,35959,35959
2767,704,35972,35972
2768,704,35985,35985
2769,704,35998,35998
2770,704,36011,36011
2771,704,36024,36024
2772,704,36037,36037
2773,704,36050,36050
2774,704,36063,36063
2775,704,36076,36076
2776,704,36089,36089
2777,704,36102,36102
2778,736,36115,36115
2779,704,36128,36128
2780,736,36141,36141
2781,704,36154,36154
2782,736,36167,36167
2783,704,36180,36180
2784,736,36193,36193
2785,704,36206,36206
2786,704,36219,36219
2787,704,36232,36232
2788,704,36245,36245
2789,704,36258,36258
2790,704,36271,36271
2791,736,36284,36284
2792,736,36297,36297
2793,704,36310,36310
2794,704,36323,36323
2795,736,36336,36336
2796,736,36349,36349
2797,736,36362,36362
2798,704,36375,36375
2799,704,36388,36388
2800,736,36401,36401
2801,704,36414,36414
2802,928,36427,36427
2803,704,36440,36440
2804,704,36453,36453
2805,736,36466,36466
2806,768,36479,36479
2807,736,36492,36492
2808,704,36505,36505
2809,704,36518,36518
2810,704,36531,36531
2811,704,36544,36544
2812,736,36557,36557
2813,736,36570,36570
2814,704,36583,36583
2815,704,36596,36596
2816,736,36609,36609
2817,704,36622,36622
2818,704,36635,36635
2819,704,36648,36648
2820,704,36661,36661
2821,704,36674,36674
2822,736,36687,36687
2823,704,36700,36700
2824,704,36713,36713
2825,704,36726,36726
2826,704,36739,36739
2827,736,36752,36752
2828,704,36765,36765
2829,704,36778,36778
2830,736,36791,36791
2831,736,36804,36804
2832,704,36817,36817
2833,736,36830,36830
2834,704,36843,36843
2835,704,36856,36856
2836,736,36869,36869
2837,704,36882,36882
2838,704,36895,36895
2839,704,36908,36908
2840,736,36921,36921
2841,704,36934,36934
2842,704,36947,36947
2843,736,36960,36960
2844,704,36973,36973
2845,736,36986,36986
2846,736,36999,36999
2847,704,37012,37012
2848,704,37025,37025
2849,736,37038,37038
2850,736,37051,37051
2851,736,37064,37064
2852,704,37077,37077
2853,704,37090,37090
2854,704,37103,37103
2855,704,37116,37116
2856,960,37129,37129
2857,704,37142,37142
2858,736,37155,37155
2859,704,37168,37168
2860,672,37181,37181
2861,704,37194,37194
2862,736,37207,37207
2863,704,37220,37220
2864,704,37233,37233
2865,704,37246,37246
2866,736,37259,37259
2867,704,37272,37272
2868,736,37285,37285
2869,736,37298,37298
2870,704,37311,37311
2871,704,37324,37324
2872,704,37337,37337
2873,704,37350,37350
2874,704,37363,37363
2875,704,37376,37376
2876,704,37389,37389
2877,704,37402,37402
2878,704,37415,37415
2879,704,37428,37428
2880,704,37441,37441
2881,736,37454,37454
2882,704,37467,37467
2883,704,37480,37480
2884,704,37493,37493
2885,736,37506,37506
2886,704,37519,37519
2887,704,37532,37532
2888,704,37545,37545
2889,704,37558,37558
2890,736,37571,37571
2891,704,37584,37584
2892,704,37597,37597
2893,736,37610,37610
2894,704,37623,37623
2895,704,37636,37636
2896,704,37649,37649
2897,704,37662,37662
2898,704,37675,37675
2899,704,37688,37688
2900,704,37701,37701
2901,704,37714,37714
2902,736,37727,37727
2903,704,37740,37740
2904,736,37753,37753
2905,704,37766,37766
2906,704,37779,37779
2907,736,37792,37792
2908,736,37805,37805
2909,704,37818,37818
2910,736,37831,37831
2911,704,37844,37844
2912,704,37857,37857
2913,736,37870,37870
2914,704,37883,37883
2915,736,37896,37896
2916,960,37909,37909
2917,736,37922,37922
2918,704,37935,37935
2919,736,37948,37948
2920,736,37961,37961
2921,704,37974,37974
2922,736,37987,37987
2923,704,38000,38000
2924,704,38013,38013
2925,736,38026,38026
2926,704,38039,38039
2927,736,38052,38052
2928,704,38065,38065
2929,704,38078,38078
2930,736,38091,38091
2931,704,38104,38104
2932,704,38117,38117
2933,704,38130,38130
2934,704,38143,38143
2935,704,38156,38156
2936,704,38169,38169
2937,736,38182,38182
2938,704,38195,38195
2939,704,38208,38208
2940,704,38221,38221
2941,736,38234,38234
2942,704,38247,38247
2943,704,38260,38260
2944,704,38273,38273
2945,736,38286,38286
2946,736,38299,38299
2947,736,38312,38312
2948,704,38325,38325
2949,736,38338,38338
2950,704,38351,38351
2951,736,38364,38364
2952,704,38377,38377
2953,736,38390,38390
2954,704,38403,38403
2955,736,38416,38416
2956,704,38429,38429
2957,704,38442,38442
2958,736,38455,38455
2959,704,38468,38468
2960,704,38481,38481
2961,736,38494,38494
2962,704,38507,38507
2963,736,38520,38520
2964,704,38533,38533
2965,704,38546,38546
2966,736,38559,38559
2967,704,38572,38572
2968,704,38585,38585
2969,736,38598,38598
2970,736,38611,38611
2971,704,38624,38624
2972,704,38637,38637
2973,736,38650,38650
2974,704,38663,38663
2975,736,38676,38676
2976,704,38689,38689
2977,736,38702,38702
2978,704,38715,38715
2979,704,38728,38728
2980,704,38741,38741
2981,704,38754,38754
2982,736,38767,38767
2983,704,38780,38780
2984,704,38793,38793
2985,704,38806,38806
2986,704,38819,38819
2987,704,38832,38832
2988,704,38845,38845
2989,736,38858,38858
2990,736,38871,38871
2991,736,38884,38884
2992,704,38897,38897
2993,736,38910,38910
2994,704,38923,38923
2995,704,38936,38936
2996,736,38949,38949
2997,704,38962,38962
2998,864,38975,38975
2999,704,38988,38988
3000,704,39001,39001
3001,736,39014,39014
3002,704,39027,39027
3003,704,39040,39040
3004,704,39053,39053
3005,704,39066,39066
3006,704,39079,39079
3007,704,39092,39092
3008,736,39105,39105
3009,736,39118,39118
3010,704,39131,39131
3011,704,39144,39144
3012,704,39157,39157
3013,704,39170,39170
3014,704,39183,39183
3015,704,39196,39196
3016,736,39209,39209
3017,736,39222,39222
3018,704,39235,39235
3019,704,39248,39248
3020,704,39261,39261
3021,704,39274,39274
3022,704,39287,39287
3023,736,39300,39300
3024,704,39313,39313
3025,704,39326,39326
3026,704,39339,39339
3027,704,39352,39352
3028,704,39365,39365
3029,736,39378,39378
3030,736,39391,39391
3031,736,39404,39404
3032,704,39417,39417
3033,704,39430,39430
3034,736,39443,39443
3035,704,39456,39456
3036,704,39469,39469
3037,736,39482,39482
3038,704,39495,39495
3039,736,39508,39508
3040,704,39521,39521
3041,736,39534,39534
3042,704,39547,39547
3043,704,39560,39560
3044,704,39573,39573
3045,704,39586,39586
3046,704,39599,39599
3047,704,39612,39612
3048,704,39625,39625
3049,704,39638,39638
3050,704,39651,39651
3051,736,39664,39664
3052,704,39677,39677
3053,704,39690,39690
3054,736,39703,39703
3055,736,39716,39716
3056,704,39729,39729
3057,736,39742,39742
3058,704,39755,39755
3059,704,39768,39768
3060,704,39781,39781
3061,736,39794,39794
3062,736,39807,39807
3063,704,39820,39820
3064,704,39833,39833
3065,736,39846,39846
3066,704,39859,39859
3067,704,39872,39872
3068,704,39885,39885
3069,736,39898,39898
3070,704,39911,39911
3071,704,39924,39924
3072,672,39937,39937
3073,704,39950,39950
3074,704,39963,39963
3075,704,39976,39976
3076,704,39989,39989
3077,704,40002,40002
3078,704,40015,40015
3079,736,40028,40028
3080,736,40041,40041
3081,704,40054,40054
3082,736,40067,40067
3083,704,40080,40080
3084,672,40093,40093
3085,736,40106,40106
3086,704,40119,40119
3087,704,40132,40132
3088,704,40145,40145
3089,704,40158,40158
3090,704,40171,40171
3091,736,40184,40184
3092,672,40197,40197
3093,704,40210,40210
3094,704,40223,40223
3095,704,40236,40236
3096,704,40249,40249
3097,704,40262,40262
3098,704,40275,40275
3099,704,40288,40288
3100,704,40301,40301
3101,704,40314,40314
3102,768,40327,40327
3103,736,40340,40340
3104,704,40353,40353
3105,704,40366,40366
3106,704,40379,40379
3107,704,40392,40392
3108,704,40405,40405
3109,736,40418,40418
3110,736,40431,40431
3111,704,40444,40444
3112,704,40457,40457
3113,736,40470,40470
3114,704,40483,40483
3115,704,40496,40496
3116,704,40509,40509
3117,704,40522,40522
3118,704,40535,40535
3119,704,40548,40548
3120,704,40561,40561
3121,704,40574,40574
3122,704,40587,40587
3123,736,40600,40600
3124,704,40613,40613
3125,704,40626,40626
3126,672,40639,40639
3127,704,40652,40652
3128,704,40665,40665
3129,704,40678,40678
3130,704,40691,40691
3131,704,40704,40704
3132,704,40717,40717
3133,736,40730,40730
3134,736,40743,40743
3135,704,40756,40756
3136,704,40769,40769
3137,704,40782,40782
3138,704,40795,40795
3139,704,40808,40808
3140,704,40821,40821
3141,704,40834,40834
3142,704,40847,40847
3143,704,40860,40860
3144,704,40873,40873
3145,736,40886,40886
3146,704,40899,40899
3147,704,40912,40912
3148,704,40925,40925
3149,704,40938,40938
3150,704,40951,40951
3151,704,40964,40964
3152,672,40977,40977
3153,736,40990,40990
3154,704,41003,41003
3155,704,41016,41016
3156,704,41029,41029
3157,672,41042,41042
3158,704,41055,41055
3159,704,41068,41068
3160,704,41081,41081
3161,704,41094,41094
3162,704,41107,41107
3163,704,41120,41120
3164,704,41133,41133
3165,736,41146,41146
3166,704,41159,41159
3167,704,41172,41172
3168,736,41185,41185
3169,704,41198,41198
3170,704,41211,41211
3171,704,41224,41224
3172,736,41237,41237
3173,704,41250,41250
3174,704,41263,41263
3175,736,41276,41276
3176,704,41289,41289
3177,704,41302,41302
3178,736,41315,41315
3179,704,41328,41328
3180,704,41341,41341
3181,672,41354,41354
3182,704,41367,41367
3183,704,41380,41380
3184,704,41393,41393
3185,704,41406,41406
3186,704,41419,41419
3187,704,41432,41432
3188,704,41445,41445
3189,704,41458,41458
3190,736,41471,41471
3191,672,41484,41484
3192,704,41497,41497
3193,704,41510,41510
3194,704,41523,41523
3195,704,41536,41536
3196,704,41549,41549
3197,704,41562,41562
3198,704,41575,41575
3199,704,41588,41588
3200,704,41601,41601
3201,704,41614,41614
3202,704,41627,41627
3203,704,41640,41640
3204,704,41653,41653
3205,704,41666,41666
3206,736,41679,41679
3207,704,41692,41692
3208,736,41705,41705
3209,704,41718,41718
3210,704,41731,41731
3211,736,41744,41744
3212,704,41757,41757
3213,704,41770,41770
3214,704,41783,41783
3215,704,41796,41796
3216,704,41809,41809
3217,736,41822,41822
3218,704,41835,41835
3219,704,41848,41848
3220,704,41861,41861
3221,704,41874,41874
3222,704,41887,41887
3223,736,41900,41900
3224,704,41913,41913
3225,672,41926,41926
3226,704,41939,41939
3227,704,41952,41952
3228,736,41965,41965
3229,736,41978,41978
3230,736,41991,41991
3231,704,42004,42004
3232,672,42017,42017
3233,672,42030,42030
3234,736,42043,42043
3235,704,42056,42056
3236,736,42069,42069
3237,704,42082,42082
3238,704,42095,42095
3239,736,42108,42108
3240,704,42121,42121
3241,704,42134,42134
3242,704,42147,42147
3243,704,42160,42160
3244,704,42173,42173
3245,768,42186,42186
3246,704,42199,42199
3247,704,42212,42212
3248,704,42225,42225
3249,736,42238,42238
3250,736,42251,42251
3251,704,42264,42264
3252,704,42277,42277
3253,672,42290,42290
3254,704,42303,42303
3255,704,42316,42316
3256,704,42329,42329
3257,704,42342,42342
3258,704,42355,42355
3259,704,42368,42368
3260,704,42381,42381
3261,736,42394,42394
3262,704,42407,42407
3263,704,42420,42420
3264,704,42433,42433
3265,704,42446,42446
3266,704,42459,42459
3267,768,42472,42472
3268,736,42502,42502
3269,4659136,42516,42516
